owner	photo_id	comment	url
22729253@N06	16874682332	wow!!	https://live.staticflickr.com/7632/16874682332_1b3a42b619.jpg
126869385@N02	16970704996	Very nice colour!	https://live.staticflickr.com/7626/16970704996_19ee4dc0b8.jpg
8125399@N02	13411947103	great!!	https://live.staticflickr.com/3770/13411947103_c00f38b8e4.jpg
8125399@N02	21583679506	"that leg ... :D

great moment and expression"	https://live.staticflickr.com/5678/21583679506_7a2b5e6f93.jpg
94924808@N08	20281464874	great!	https://live.staticflickr.com/679/20281464874_1ae3e45da0.jpg
67955941@N00	16898781330	Schöne, cleane Komposition!	https://live.staticflickr.com/7591/16898781330_d68a812059.jpg
127734101@N08	18454817906	:-)	https://live.staticflickr.com/471/18454817906_a7e2f7955f.jpg
7810594@N06	20290900739	your bw stream is growing and the photographs look better and better together	https://live.staticflickr.com/422/20290900739_c1d2a3e7d2.jpg
87646896@N02	15916582564	great!!	https://live.staticflickr.com/7356/15916582564_95394d0c17.jpg
7896931@N02	16987265581	Great image!	https://live.staticflickr.com/7584/16987265581_a826fa243c.jpg
54575727@N05	19202287654	:-)	https://live.staticflickr.com/460/19202287654_5c9a2de3cb.jpg
23186006@N04	18694892060	:-)	https://live.staticflickr.com/3716/18694892060_6c91fd9498.jpg
54097938@N05	16496161492	great image!!	https://live.staticflickr.com/8633/16496161492_4ef7e7d23e.jpg
7810594@N06	18223526628	Volume :-)	https://live.staticflickr.com/8899/18223526628_bc1fbe0151.jpg
29763021@N02	18560926319	that looks cool! :-)	https://live.staticflickr.com/298/18560926319_1b2feec0bc.jpg
116685283@N05	17988153902	:-)	https://live.staticflickr.com/5344/17988153902_b6cabd110f.jpg
8959100@N08	16565360835	Great moment!!!	https://live.staticflickr.com/7290/16565360835_0eabaa2fba.jpg
50628097@N05	18503852239	air mail	https://live.staticflickr.com/464/18503852239_4be6b10174.jpg
92715743@N03	18737077152	:-)	https://live.staticflickr.com/448/18737077152_b9558ccf3c.jpg
92041771@N05	18877864092	:-)	https://live.staticflickr.com/5441/18877864092_905bd9b54a.jpg
100559673@N03	18457396693	Wow! Great with those 2 hooks!	https://live.staticflickr.com/261/18457396693_5d91096857.jpg
54731652@N03	18537836355	I like the idea of the picture, just the woman grinning right into the camera detracts from the street feel. Do you have another shot in which she is looking somewhere else?	https://live.staticflickr.com/560/18537836355_383450c7d4.jpg
54575727@N05	16701529558	:-)	https://live.staticflickr.com/8704/16701529558_a10ca16c7e.jpg
76024502@N00	18181216764	:-)	https://live.staticflickr.com/560/18181216764_8a459ff3df.jpg
87427685@N02	17982319933	would even convert to a vegetarian just to get in :-)	https://live.staticflickr.com/427/17982319933_ff85829359.jpg
8125399@N02	15428820720	a hungarian priklopil? heavy	https://live.staticflickr.com/3936/15428820720_e9346aaafb.jpg
131445361@N06	16344601163	beautiful colours and composition with foreground, mid-ground and background.	https:
118225823@N05	17377193620	:-)	https://live.staticflickr.com/7794/17377193620_718713715b.jpg
128900737@N08	16467945295	Wow! :))	https://live.staticflickr.com/7297/16467945295_d5091243b8.jpg
126386758@N06	16833869712	Sehr dichte Atmosphäre, wie bei all deinen Bildern.	https://live.staticflickr.com/7595/16833869712_240f580c70.jpg
68898571@N00	16453805914	Wow!!	https://live.staticflickr.com/7663/16453805914_0b8d065ed4.jpg
20386194@N03	7655387066	this is amazing	https://live.staticflickr.com/8433/7655387066_f77acde0f6.jpg
58210787@N03	16619430044	Great portrait!	https://live.staticflickr.com/8797/16619430044_5a923f4242.jpg
116321864@N05	14533114438	I like it! It feels like seeing the world from a child's perspective.	https://live.staticflickr.com/3851/14533114438_2fc294a094.jpg
126386758@N06	16879430938	So wie der im Bild, so blicken fast alle, die tagein tagaus dieselbe Strecke zur oder von der Arbeit nehmen, die nichts anderes tun müssen, als still dazusitzen und zu warten, bis der Zug oder der Bus ankommt, die Beine einen wieder festen Untergrund spüren lassen und man aus dem Standby erwacht.	https://live.staticflickr.com/8684/16879430938_72a36f4d67.jpg
54504261@N08	15294839962	That's hilarious!!	https://live.staticflickr.com/5593/15294839962_242e553b59.jpg
58210787@N03	17404120155	surgical precision!	https://live.staticflickr.com/8690/17404120155_8f20a87273.jpg
49762648@N00	16380526840	thats great	https://live.staticflickr.com/7445/16380526840_4922092734.jpg
120896107@N06	16942824487	:)	https://live.staticflickr.com/7711/16942824487_630b618db4.jpg
24755551@N05	17155731271	great!!	https://live.staticflickr.com/7628/17155731271_66976514e6.jpg
120479937@N08	16892838248	nice portrait!	https://live.staticflickr.com/7605/16892838248_9a56f0c627.jpg
88859707@N00	16083848654	außergewöhnlich!!	https://live.staticflickr.com/8639/16083848654_ab333fbe0e.jpg
97899113@N00	15472368895	Mineral water :-)	https://live.staticflickr.com/3933/15472368895_5623ab79c6.jpg
130418315@N08	16824943536	Schönes Foto und tolle Location, die du dafür gefunden hast!	https://live.staticflickr.com/8653/16824943536_e7b50ac127.jpg
95625933@N08	17452353052	like it!	https://live.staticflickr.com/7732/17452353052_5fe7864c34.jpg
82649361@N04	16937510772	Tolle Lichtstimmung!	https://live.staticflickr.com/8702/16937510772_795a141ed1.jpg
94062182@N08	17687852705	great colour work!	https://live.staticflickr.com/5454/17687852705_8057bcf161.jpg
107436358@N06	16814404592	great colours and atmosphere!!	https://live.staticflickr.com/7654/16814404592_ac12f2f621.jpg
7896931@N02	16306262303	Great composition and idea.  It looks like a flag and the nature, the trees, is just a shadow in this urban area.	https://live.staticflickr.com/8708/16306262303_5d1580dcec.jpg
50628097@N05	16514118424	I like this recurring element of &quot;visual silence&quot; in your work.	https://live.staticflickr.com/7594/16514118424_9e5714783f.jpg
100559673@N03	17086749887	That's great!!	https://live.staticflickr.com/7675/17086749887_8e2e4e9a87.jpg
67941245@N00	17241992255	Rückzug in die innere Welt	https://live.staticflickr.com/7719/17241992255_749cfa1c99.jpg
56481244@N04	16649832197	great photographs!!	https://live.staticflickr.com/7626/16649832197_1517a0750e.jpg
39080606@N05	17128395262	Great photograph! Piece of art!	https://live.staticflickr.com/7617/17128395262_efbcbb4ec8.jpg
39080606@N05	16508033404	Easy prey!	https://live.staticflickr.com/7726/16508033404_b6d06eecf0.jpg
67955941@N00	16603475604	Schöner Einsatz der Komplementärfarben!!	https://live.staticflickr.com/7718/16603475604_25b3550b79.jpg
37783412@N03	15574660558	fantastic!!	https://live.staticflickr.com/3942/15574660558_b5834ba5a6.jpg
30206755@N02	17251309742	Did you scare him?	https://live.staticflickr.com/8713/17251309742_39044f2883.jpg
33348753@N06	17125209541	wow!! fantastic colours!	https://live.staticflickr.com/8741/17125209541_e4a62657c3.jpg
67941245@N00	16509903354	sehr leiwand!!	https://live.staticflickr.com/8793/16509903354_c8ac60e83a.jpg
28888098@N02	15573490314	great!!	https://live.staticflickr.com/7538/15573490314_656ae44ed5.jpg
13644074@N02	16952654797	colours are just amazing.	https://live.staticflickr.com/8827/16952654797_f8767caa80.jpg
89187987@N03	16939637437	great geometry composition	https://live.staticflickr.com/7585/16939637437_13e8d2400e.jpg
90305340@N07	14249268738	Fantastic!!	https://live.staticflickr.com/3848/14249268738_d49582c812.jpg
100326669@N07	16931003289	Great image!	https://live.staticflickr.com/8763/16931003289_671b7ac855.jpg
14631711@N04	16740027175	amazing!	https://live.staticflickr.com/7608/16740027175_dff546ee7e.jpg
14631711@N04	16770642366	"Beautiful colours!!

The watermark derogates the image a bit."	https://live.staticflickr.com/8700/16770642366_65955b2c92.jpg
79441403@N08	16020307887	Great work. I like the way you use the light!	https://live.staticflickr.com/7509/16020307887_d4a2bcb339.jpg
79441403@N08	16180232544	amazing image!	https://live.staticflickr.com/7604/16180232544_3203de0ac2.jpg
37725360@N06	16936545562	:D like it!!	https://live.staticflickr.com/7597/16936545562_291bdc2dcb.jpg
128927233@N07	16909319451	I like the colours	https://live.staticflickr.com/7283/16909319451_cb702ceec7.jpg
25807153@N02	15167269231	Und der Luchs fühlt sich bedroht!	https://live.staticflickr.com/3865/15167269231_2ce4cd1fdc.jpg
51273937@N04	16925124257	great colours!!	https://live.staticflickr.com/8791/16925124257_ea29a98a14.jpg
67941245@N00	15016395615	Was für ein Bild!! Und überhaupt tolle Bilder – speziell die aus Wien.	https://live.staticflickr.com/3879/15016395615_eb5d6d9d74.jpg
67941245@N00	16890311370	Leiwand!! :)	https://live.staticflickr.com/8687/16890311370_20fff87411.jpg
41258884@N05	14728160325	stunning work!!	https://live.staticflickr.com/2902/14728160325_7c05cedf54.jpg
41258884@N05	16558509867	wow!!	https://live.staticflickr.com/7642/16558509867_4c243c19b5.jpg
126718631@N08	16097736903	I like the layers	https://live.staticflickr.com/8658/16097736903_d56d8cf4b4.jpg
49941449@N05	16976975760	:))	https://live.staticflickr.com/8783/16976975760_4b2b0ef771.jpg
67955941@N00	17152369362	Schön minimalistisch und schöner Farbkontrast.	https://live.staticflickr.com/8692/17152369362_83ab19ab17.jpg
125550466@N02	17110675046	great colours!!	https://live.staticflickr.com/7700/17110675046_b5ecc02446.jpg
7896931@N02	17043338905	great composition and contrasts!	https://live.staticflickr.com/8685/17043338905_e9acef3fc4.jpg
128054629@N04	16931082368	Great image!	https://live.staticflickr.com/7701/16931082368_774a8fa70d.jpg
84274145@N08	17129068952	oh!! great picture!!	https://live.staticflickr.com/8724/17129068952_4d02dc9f92.jpg
7278816@N07	16166302383	great moment captured!!	https://live.staticflickr.com/8650/16166302383_4c36103260.jpg
118578606@N08	16864702728	Great character captured!!	https://live.staticflickr.com/8691/16864702728_ae3b20294b.jpg
51273937@N04	17097440625	wow!! the seagull makes it :)	https://live.staticflickr.com/7724/17097440625_ff40326b91.jpg
96740906@N06	16926022220	great!!	https://live.staticflickr.com/8702/16926022220_23a2a95ea3.jpg
36237707@N03	16917640976	wow!! great play with light!!	https://live.staticflickr.com/8753/16917640976_5aaf37f073.jpg
54104111@N08	16146127219	wow!! beautiful colours!!	https://live.staticflickr.com/7522/16146127219_2362a08b0c.jpg
7462326@N03	16783946798	wow!!	https://live.staticflickr.com/7630/16783946798_6a9f4a020e.jpg
75074974@N04	14980823210	Wow!! I'd like to be there now!!	https://live.staticflickr.com/3925/14980823210_531a6e3eab.jpg
60082051@N08	16287086703	Oh! Great composition with those dominant lines!!	https://live.staticflickr.com/8724/16287086703_693f43d53f.jpg
40549144@N00	17095386301	":D

Nice juxtaposition!!"	https://live.staticflickr.com/8690/17095386301_76e7b379f5.jpg
21253846@N08	16913835270	Wow!! Those colours!!	https://live.staticflickr.com/7597/16913835270_e44c9513d8.jpg
109136802@N04	16872999838	great portrait!	https://live.staticflickr.com/65535/16872999838_0cfa7af01e.jpg
75433783@N04	16239323245	Tolle Idee und Gestaltung!!	https://live.staticflickr.com/7504/16239323245_0ce0a5e051.jpg
104692569@N03	16709455408	nice colours :)	https://live.staticflickr.com/7634/16709455408_1d2260e3bd.jpg
58210787@N03	16221594283	What a moment!! Great!!	https://live.staticflickr.com/7606/16221594283_d89a80ab98.jpg
127310267@N06	16350506346	haha, great moment captured!!	https://live.staticflickr.com/8575/16350506346_dd6218bc5b.jpg
45414771@N06	17088310475	great colourful image!!	https://live.staticflickr.com/8819/17088310475_4d5e676585.jpg
61868144@N04	16762217247	nice double portrait :)	https://live.staticflickr.com/7642/16762217247_6b3cc12003.jpg
124907591@N03	16908820518	great composition!	https://live.staticflickr.com/8689/16908820518_f96c173ce7.jpg
83377834@N00	16842812390	Was für ein Andrang!	https://live.staticflickr.com/8707/16842812390_e130262390.jpg
129339137@N04	16955379152	touching portrait of this old lady!	https://live.staticflickr.com/8717/16955379152_b28a14e2a3.jpg
112679439@N03	16608246580	Sehr schönes Schwarzweiß!	https://live.staticflickr.com/8745/16608246580_95ce100713.jpg
112679439@N03	16815895867	nice black and white!	https://live.staticflickr.com/7615/16815895867_b5a8719dd1.jpg
126386758@N06	16356514464	Ja, stimmt etwas traurig. Schöne Kontraste!	https://live.staticflickr.com/7655/16356514464_64820db510.jpg
122814134@N07	17075794102	great b/w, I love the contrast!	https://live.staticflickr.com/8764/17075794102_4276efdbc8.jpg
29763021@N02	16674236960	i love your pics. friends	https://live.staticflickr.com/7629/16674236960_ffe6fd4cd3.jpg
54272845@N02	16889895368	nice black &amp; white!	https://live.staticflickr.com/7635/16889895368_a227198ac1.jpg
84761059@N08	15971641983	great street shot! love the light!	https://live.staticflickr.com/8673/15971641983_feb7de037c.jpg
131247201@N07	16124166053	great idea!	https://live.staticflickr.com/7589/16124166053_2800cce74f.jpg
131247201@N07	16596696457	hidden faces! nice capture!	https://live.staticflickr.com/7586/16596696457_ed58c0c1fe.jpg
131247201@N07	16766472740	interesting picture! there's so much happening that catches the attention	https://live.staticflickr.com/7602/16766472740_5ed0c235a6.jpg
58210787@N03	16887283920	beautiful colours!	https://live.staticflickr.com/7694/16887283920_8491f7850d.jpg
120896107@N06	16763074489	great capture!!	https://live.staticflickr.com/7648/16763074489_db699fac94.jpg
105620673@N04	16387952794	Sehr schöne Stimmung!	https://live.staticflickr.com/8723/16387952794_e564d54d73.jpg
58990969@N02	16288344403	beautiful image!!	https://live.staticflickr.com/7610/16288344403_fbe742cfe8.jpg
28791544@N04	16693014278	great composition!	https://live.staticflickr.com/7285/16693014278_744690b53d.jpg
60888183@N06	16573820418	what a character! great image :))	https://live.staticflickr.com/7609/16573820418_15d2454be7.jpg
56818545@N04	16846716198	There's always going on a lot in your pictures :))	https://live.staticflickr.com/8688/16846716198_3049d8653a.jpg
41011874@N06	11222424816	nice image, would look good in b/w	https://live.staticflickr.com/3711/11222424816_77843f7c0b.jpg
73331227@N05	16285876265	nice street shot!!	https://live.staticflickr.com/7476/16285876265_2a31506772.jpg
89012041@N00	16838507129	Great moment captured!! Well seen!	https://live.staticflickr.com/8738/16838507129_ccc5a6d05e.jpg
7896931@N02	16997097925	A manspreader :)	https://live.staticflickr.com/7641/16997097925_98fb63e012.jpg
105620673@N04	16793658779	Schönes Bild!	https://live.staticflickr.com/7623/16793658779_6fe0d69f92.jpg
7896931@N02	6080308540	great composition!!	https://live.staticflickr.com/6188/6080308540_9c669391d2.jpg
123811527@N02	16690390536	great catpure of the expression!!	https://live.staticflickr.com/8610/16690390536_ab3972b2b7.jpg
96988001@N02	16759500568	nice colour	https://live.staticflickr.com/7648/16759500568_facf43e26c.jpg
99478325@N08	16920939461	great colours!!	https://live.staticflickr.com/8710/16920939461_c46daccd86.jpg
16198389@N00	16923167815	wonderful photograph!!	https://live.staticflickr.com/8717/16923167815_f05b274993.jpg
129159382@N03	16346535094	Where's that?	https://live.staticflickr.com/8701/16346535094_396af0bab3.jpg
67955941@N00	16695272740	Wirklich tolles Bild. Schöne Farben und Komposition!	https://live.staticflickr.com/7616/16695272740_712c0f7e83.jpg
52034468@N05	16828234576	I like your image, though I would crop it a bit (esp. the left side).	https://live.staticflickr.com/8737/16828234576_8be2b839c6.jpg
52034468@N05	11194750893	great capture!!	https://live.staticflickr.com/2811/11194750893_15981e5bde.jpg
129520987@N05	16612079648	A girl with a Hunter S. Thompson tattoo!! This made me smile this morning. Well seen!!	https://live.staticflickr.com/8739/16612079648_de350a7898.jpg
67955941@N00	7668742604	Menschen brauchen Liebe ... ;)	https://live.staticflickr.com/8004/7668742604_aaa372fea6.jpg
24876527@N07	16219131004	Very emotional!!	https:
94115706@N05	13901283127	Where is this?	https://live.staticflickr.com/7345/13901283127_e18192a0f1.jpg
84878572@N03	8564470657	I love your photographs!	https://live.staticflickr.com/8525/8564470657_bd134d9e9c.jpg
117810885@N05	16036234783	Great colours and capture of the atmosphere!	https://live.staticflickr.com/8662/16036234783_c6687444f1.jpg
35457388@N08	16180823133	This picture is HUGE!!	https://live.staticflickr.com/8584/16180823133_2f50aa33f3.jpg
109495219@N08	15030668179	Incredibly beautiful photographs! I think this is my favourite, but it's really hard to say as it can change every second while watching your album.	https://live.staticflickr.com/3893/15030668179_2230188372.jpg
54114285@N00	16125333513	Great composed!	https://live.staticflickr.com/7613/16125333513_e2de7727b1.jpg
96960858@N02	16582927779	Great composition and contrast with the man exactly positioned in the front of the gate!	https://live.staticflickr.com/7650/16582927779_2799d751d2.jpg
96960858@N02	16778403401	I like how you use the falling horizon here. It gives me the feeling that I had an exhausting day, it's late, I am not concentrated, maybe sick too and I have still a quite long way home.	https://live.staticflickr.com/7643/16778403401_8a8a3ef759.jpg
64006131@N08	16576651967	How does it feel to have sun, but no air?	https://live.staticflickr.com/8646/16576651967_cf25c841b3.jpg
129819442@N03	16592074029	I love that documentary character of that and your other photographs!	https://live.staticflickr.com/7634/16592074029_77d7f5e670.jpg
21253846@N08	16721783532	"&quot;Which way now?&quot;

Great capture of the expression!!"	https://live.staticflickr.com/8604/16721783532_3b899754ea.jpg
37729005@N06	16579321369	creepy!	https://live.staticflickr.com/8680/16579321369_fa17353d23.jpg
39495140@N05	16451077959	Mystic road	https://live.staticflickr.com/8660/16451077959_c514c4954b.jpg
48448196@N08	16568628598	I like the atmosphere in this pic!	https://live.staticflickr.com/8601/16568628598_5c0c6d418e.jpg
81387719@N00	15997596293	Starkes Bild!!	https://live.staticflickr.com/8633/15997596293_2144785d01.jpg
126052173@N06	16650187921	great picture!!	https://live.staticflickr.com/8653/16650187921_e9d5497f44.jpg
130152917@N05	16022654004	Your photographs are so inspirational and far from mainstream!	https://live.staticflickr.com/8672/16022654004_132525dd49.jpg
117088777@N03	16511042491	You are an inspiration!	https://live.staticflickr.com/8575/16511042491_a6b8545402.jpg
48271943@N00	15001579455	Great picture!!	https://live.staticflickr.com/5589/15001579455_c7afa7283c.jpg
125016094@N03	16661785126	very nice shot!!	https://live.staticflickr.com/8570/16661785126_215d79b294.jpg
42691472@N03	14418680010	nice shot!	https://live.staticflickr.com/3899/14418680010_7919aeb5e7.jpg
92173645@N07	15565255635	great capture!!	https://live.staticflickr.com/5606/15565255635_a8c971a5cb.jpg
40491729@N03	15967997804	So much life!!	https://live.staticflickr.com/7316/15967997804_cff84966e6.jpg
57466738@N08	15928006070	great pictures! they are an inspiration!!	https://live.staticflickr.com/8605/15928006070_6917fa6c34.jpg
65622303@N06	16656374782	hey, great shot!! Which city is it?	https://live.staticflickr.com/8675/16656374782_487400e92f.jpg
31302833@N04	16529122065	I love your pictures, they are so full of life!	https://live.staticflickr.com/8672/16529122065_7cb49af230.jpg
96371589@N00	16461718339	nice capture of the movement	https://live.staticflickr.com/8658/16461718339_3172838362.jpg
111167202@N04	16621280046	great shot!!	https://live.staticflickr.com/8611/16621280046_b7218e6718.jpg
8694259@N07	46894885611		https://live.staticflickr.com/4839/46894885611_92e27ff5b0.jpg
35787803@N06	49590689413		https://live.staticflickr.com/65535/49590689413_13ca348325.jpg
46546640@N05	49587840431		https://live.staticflickr.com/65535/49587840431_1b9bf08f97.jpg
128836910@N03	49547316077		https://live.staticflickr.com/65535/49547316077_bbc1244da2.jpg
65584208@N08	49539440068		https://live.staticflickr.com/65535/49539440068_891069c5da.jpg
46546640@N05	49530773991		https://live.staticflickr.com/65535/49530773991_959ef45568.jpg
65584208@N08	49512981561		https://live.staticflickr.com/65535/49512981561_675550cd04.jpg
65584208@N08	49335427827		https://live.staticflickr.com/65535/49335427827_21e08714f8.jpg
65584208@N08	49329143421		https://live.staticflickr.com/65535/49329143421_ecc7448d21.jpg
128836910@N03	49326871911		https://live.staticflickr.com/65535/49326871911_ccd9de6d4c.jpg
17912337@N02	49304775346		https://live.staticflickr.com/65535/49304775346_5abdee63da.jpg
17912337@N02	49304775031		https://live.staticflickr.com/65535/49304775031_36446c7841.jpg
69474796@N00	49272525346		https://live.staticflickr.com/65535/49272525346_b2417c64f7.jpg
65584208@N08	49265373433		https://live.staticflickr.com/65535/49265373433_5e10596cc2.jpg
153263485@N08	49244012752		https://live.staticflickr.com/65535/49244012752_9d5c94b163.jpg
128836910@N03	49212541231		https://live.staticflickr.com/65535/49212541231_d609e9fa6a.jpg
154151656@N03	49196032251		https://live.staticflickr.com/65535/49196032251_5846164fb6.jpg
79114132@N02	49193529247		https://live.staticflickr.com/65535/49193529247_fe7e92f257.jpg
128836910@N03	49177443233		https://live.staticflickr.com/65535/49177443233_5120a7a8a6.jpg
154151656@N03	49153273658		https://live.staticflickr.com/65535/49153273658_9d1aa972f5.jpg
51149373@N08	49055638766		https://live.staticflickr.com/65535/49055638766_410ea8096c.jpg
65584208@N08	49096754508		https://live.staticflickr.com/65535/49096754508_9666b28117.jpg
41038757@N03	49084125586		https://live.staticflickr.com/65535/49084125586_c40d1bbaac.jpg
130500495@N07	49064353708		https://live.staticflickr.com/65535/49064353708_3ca626f369.jpg
130500495@N07	49064869236		https://live.staticflickr.com/65535/49064869236_e86ceb9239.jpg
144738485@N03	49061641228		https://live.staticflickr.com/65535/49061641228_4ff2eb3ae5.jpg
123599266@N04	49059461536		https://live.staticflickr.com/65535/49059461536_4ee623f942.jpg
65584208@N08	49051742602		https://live.staticflickr.com/65535/49051742602_b788d9efa9.jpg
42389157@N06	49049061033		https://live.staticflickr.com/65535/49049061033_148a9f52e9.jpg
71262414@N08	49035467356		https://live.staticflickr.com/65535/49035467356_9c7d3a44f2.jpg
46546640@N05	49006887328		https://live.staticflickr.com/65535/49006887328_7fe4114d45.jpg
49209612@N05	48943695688		https://live.staticflickr.com/65535/48943695688_9d70ee89b3.jpg
71262414@N08	48920006163		https://live.staticflickr.com/65535/48920006163_f175622085.jpg
130500495@N07	48896487616		https:
46546640@N05	48861379916		https://live.staticflickr.com/65535/48861379916_649373600a.jpg
77626025@N08	48819123883		https://live.staticflickr.com/65535/48819123883_8b2e7e54c3.jpg
49209612@N05	48738799176		https://live.staticflickr.com/65535/48738799176_5743549c30.jpg
83154108@N07	48671451922		https://live.staticflickr.com/65535/48671451922_07e2c482fb.jpg
131987802@N04	48666890272		https:
46546640@N05	48650749013		https://live.staticflickr.com/65535/48650749013_89b402c11b.jpg
46546640@N05	48643364452		https://live.staticflickr.com/65535/48643364452_e55b6c57b5.jpg
46546640@N05	48637616336		https://live.staticflickr.com/65535/48637616336_658246dd25.jpg
65584208@N08	48635283007		https://live.staticflickr.com/65535/48635283007_d782c982d4.jpg
46546640@N05	48627119081		https://live.staticflickr.com/65535/48627119081_fc2f25bb43.jpg
79114132@N02	48613457037		https:
92283307@N08	48586931406		https://live.staticflickr.com/65535/48586931406_46141553ab.jpg
46546640@N05	48584858907		https://live.staticflickr.com/65535/48584858907_b09ac390aa.jpg
146861674@N06	48521958631		https:
46546640@N05	48521568382		https://live.staticflickr.com/65535/48521568382_73440a49f5.jpg
49209612@N05	48505239541		https://live.staticflickr.com/65535/48505239541_7526369731.jpg
130756680@N04	48473170756		https://live.staticflickr.com/65535/48473170756_f5a082a3fb.jpg
65584208@N08	48452829402		https://live.staticflickr.com/65535/48452829402_4e5c53a39e.jpg
46546640@N05	48440713672		https://live.staticflickr.com/65535/48440713672_6b0b69ed03.jpg
128971394@N08	48439746207		https://live.staticflickr.com/65535/48439746207_f1a3bae5d8.jpg
101998593@N04	48439494981		https://live.staticflickr.com/65535/48439494981_e4f64497a4.jpg
46546640@N05	48432108516		https://live.staticflickr.com/65535/48432108516_1904012a11.jpg
167260377@N08	48428602566		https://live.staticflickr.com/65535/48428602566_c6c79a38df.jpg
167260377@N08	48428272377		https://live.staticflickr.com/65535/48428272377_316b0fb595.jpg
167260377@N08	48428127231		https://live.staticflickr.com/65535/48428127231_01514dc68c.jpg
54623512@N02	48418287256		https://live.staticflickr.com/65535/48418287256_686ec924f6.jpg
40062397@N00	48412621056		https://live.staticflickr.com/65535/48412621056_273c65ebc7.jpg
41038757@N03	48412313627		https://live.staticflickr.com/65535/48412313627_76c9ba9f99.jpg
92283307@N08	48406521646		https://live.staticflickr.com/65535/48406521646_2c0a341e09.jpg
92283307@N08	48406670772		https://live.staticflickr.com/65535/48406670772_ce4fd6657b.jpg
41056143@N06	48403974647		https://live.staticflickr.com/65535/48403974647_5523d07553.jpg
30826169@N06	48402086412		https://live.staticflickr.com/65535/48402086412_dc2d4f9cdc.jpg
